path,sha256,size,category
research_program/article_A021_liebig_graph/computations/summarize_c4_naim.py,a5c10a615bb21b3ed153ef80b7efe4ab4afd6375a4a6740a674213fc3c6ad7aa,1947,research_record
research_program/article_A021_liebig_graph/data_availability_crosswalk.md,97b5517ec933c9126bb7987a623e87dfb32a89bbe3cbc6d68db8df3b5d8e8f4f,3724,research_record
research_program/article_A021_liebig_graph/evaluation_and_verification.md,da3c9c4bb4912f64e64e1dbe154d6a2844eef7104ae0b62ed83773490d6e0ad8,772,research_record
research_program/article_A021_liebig_graph/formal_content_inventory.md,9a3fcc971d0044181d06d2e68559335f63ae88b061a4e5f48ae7513276d6e1b4,435,research_record
research_program/article_A021_liebig_graph/fourier_weight_selection_assessment.md,b47e7b13f230247c6c6fd3ca788ec6e76f898b40de6cd6c7fbbe0c3773aa7e80,2355,research_record
research_program/article_A021_liebig_graph/generic_two_block_periodic_persistence_theorem.md,bb4ece8798d8f7d6a8d4be515f53a776981454d093abd78f84d7062e2d21640f,8405,research_record
research_program/article_A021_liebig_graph/internal_A018_to_A021_crosswalk_attempt.md,ab0fa7579018f7fcf70c709128a0a2f7ecf4ef3140a42ea487c53d8be2d6aed5,21778,research_record
research_program/article_A021_liebig_graph/manuscript_v18_coupling_assessment.md,35139873dfd2612ddc5acd4669fecebb910366bf23023bc4cc45563b16c9d2dc,4004,research_record
research_program/article_A021_liebig_graph/minimal_two_block_periodic_naim_scaffold.md,670f659013d5178eaba1c7113c5f13412eb21c1c60ef30c03c4929a48f8ed720,4630,research_record
research_program/article_A021_liebig_graph/product_prefactor_bunching_assessment.md,74537c1cbd2986882393bc3a6115630341104aa7c0fbf7c1891ed55789841300,3460,research_record
research_program/article_A021_liebig_graph/slack_root_count_verification.md,5748147754e18ef6a2c41d03a61a67e1d34d079ae0dd04b76db7b5be6b707dbe,2232,research_record
research_program/article_A022_stage_harvest/evaluation_and_verification.md,9ed42d5ed55c144433dae8524496d92021b56ed78edb5798f3bf18619dc46056,912,research_record
research_program/article_A022_stage_harvest/formal_content_inventory.md,19402747441f9bf8a0ef9830ebbb8756f95b1bfe27371b40bb9aab9b34d0ef1b,361,research_record
research_program/article_A023_spatial/evaluation_and_verification.md,8a76254f7b66c09d14ae33a4521a8f55fc3222c915a363968af753d2443d406d,1092,research_record
research_program/article_A023_spatial/formal_content_inventory.md,c40bf1020ee4f6c68fa16640877c8e220bbbcad363697f20465f55af2efaa9fe,557,research_record
research_program/article_A024_first_passage/evaluation_and_verification.md,90700fc88943134b31b401df2c7f7740a0c2e6517a67032edeb472e6644f906d,516,research_record
research_program/article_A024_first_passage/formal_content_inventory.md,655e0f9c79dc898eeb3b487828f746f3b27aa4c2fc1bc5da9a8cebe54c2a0f01,487,research_record
research_program/article_A025_validation_status/evaluation_and_verification.md,80d084efe8c48c1103d720a33b890f09c220a08668ebb5f8d29f72ae3e808dc2,2528,research_record
research_program/article_A025_validation_status/formal_content_inventory.md,fc36eaf0bbc5b942ad9f86254ea3af277d5573101bbe3c36f04a19dbd38b115a,1195,research_record
research_program/article_correction_implementation_ledger.csv,bf41d770806afb6e9d89044d755b20b337e56af6ab890cf9953f76f258e7af5e,8516,research_record
research_program/article_integration_pass_A001_A017.csv,cc5b2defa93bac829927c0943944b955bd7676767cb6f2438f9e9110f84031ce,3383,research_record
research_program/article_integration_pass_A018_A025.csv,fde2a7a7b7919d756c5d84142822b1d6aa2bf2e002e37ca5b4c334d04bcbc520,1631,research_record
research_program/audits/AUDIT_001_critical_architecture.md,07dea46c905104ed938f31eca8161c6f8ddbee2914f1689ae0750b5cc9974877,3024,research_record
research_program/audits/AUDIT_002_internal_consistency.md,c77a3dda26bd306305c7df1a63766b21d1c120ad454ed1d139d73bb56b83414d,7646,research_record
research_program/audits/AUDIT_003_architectural_upgrades.md,11f2b48257ca7e293f63ba1cbe5b5707e628d2c4ee9c45578f07372ab0ce5ccd,1720,research_record
research_program/audits/AUDIT_004_single_spine.md,ee62f56816c97e4999e7514686ea696ff20f9df3d487ab83c80407728f7df3ee,4094,research_record
research_program/audits/AUDIT_005_early_draft_upgrade.md,689b5285bc55a1080299ee2e951003c5eeadbe2e1b2f1ff7a09e7284102be948,11193,research_record
research_program/audits/AUDIT_006_corrected_report.md,c8c4b9ab34b5178072fb93e19552d105cbcaf8843093980c4e2d592f63d1341b,17002,research_record
research_program/audits/INDEX.md,2815d1d3953d10a4d7d3175dd9ecd9e09c198c57c976d198a8a27084f380aaca,2220,research_record
research_program/audits/internal_reasoning_surviving_partB_audit.md,7235c7ed8c397898e7cf768ab280faf3076b1127e0e0f378ec31e6e05b2e647a,4455,research_record
research_program/build_A001_A002_source_proof_locator.py,b5d6fe6d800d67e3a6361c591a6b0eaf9c607163eaad3b70a9a12883ec38f865,9109,research_record
research_program/build_A001_A002_theorem_map.py,9bc11cbf1653e015d14420e1868b2a91795cb82ebc8d395e92e3b7ca4b1a5219,7764,research_record
research_program/build_canonical_concordance.py,965bd949fb7aa3afe6e72f717d02e862d8fad6e40a3caa7b9831c8cf65ac8b71,10546,research_record
research_program/build_paper2_retained_budget.py,19021f883872536334081390a2d0a1af6f07ef87b9fd5d763b0dc17a8adbcbdd,5284,research_record
research_program/canonical_concordance_A001_A025.csv,bbf75ac7bec073e7c0b7c3adc18f3b620bad63768f46c0e83cafc7c35d1f8c91,287357,research_record
research_program/canonical_concordance_A001_A025_coverage.md,eb3ab609b84198905ace7df0c94efcfa1ae758d7337d9a586e0225fcdc4ac465,1261,research_record
research_program/canonical_formal_specification_post_joint_audit.md,0dea0749f1dafbe2b81f4ff6760dd38678e005befe0f695e9a53819acf6dafca,9148,research_record
research_program/canonical_notation_variant_registry_v1_0.csv,5f55186085f43d35026bdb6c4c1b543a3f786e4a57f432b6a348b7fad1ad467a,4853,research_record
research_program/canonical_system_schema_v1_0.json,db1b70e12400a255eef9469f816ac0ad196eb6a943f7f33884052ffbf7eca59c,1794,research_record
research_program/canonical_system_schema_v1_0.md,58a80ec2e0784dd1a0dbf7b40f689c22127573f40e9b9bc440f97998e4b64136,12206,research_record
research_program/claim_ledger.csv,7df55d9b85227b37ca4f75697550501f74c923b166d7ffaaabf2c488509373c3,10514,research_record
research_program/computational_objects.csv,ea31dae3c8b631b30080e604d81f12e381be739c98958fdc6fdd68f989016191,10112,research_record
research_program/cross_article_review_A001_A013.md,424e2f668c02a9d6a8390ae63af286fdebbae0ec44db823c5dd5d9e4f0066f1b,16415,research_record
research_program/cross_article_review_A001_A017.md,6deab8693744d66215448dd21c624a694e126539035fc8be4081d375ea77714b,20963,research_record
research_program/cross_article_review_A001_A025.md,5e8f98d8ae6399fa2aafd1013ba931cea20ede5def1b5c2c41b99a4a3027622c,26837,research_record
research_program/cross_source_gap_register.csv,5fa5bdaeeccf27c4323d08f81fe90f200dff43e784de5aee49546afbe300b31b,4695,research_record
research_program/deep_content_loss_and_restoration_audit_A001_A017.md,7d2480d5b9417693730450c22a14f556f701c18e7eb63766515f4e541a4b3ecc,17850,research_record
research_program/dependency_aware_obstacle_closure_plan.md,de2fa49703e24f30e28d513b09d61bb335fc0e784ee5080af6dfc172dbe2e2bd,8644,research_record
research_program/external_review_packet.md,5848b50df76fc46b0eb81379304f28ac1dfe2544c24d2833942752f80e526ac0,26518,research_record
research_program/external_review_registry.csv,74a631e0cba145ff7231d9b5927381f43b60a9244fd8b433defade5291dd1554,26797,research_record
research_program/external_reviews/A021_crosswalk_numerical_joint_docket_ER020_ER029.csv,31a984ccb61409a6bf87df6468b3a188dd97bebe3174b2d4dd95e1e9b574fccf,3421,research_record
research_program/external_reviews/A021_joint_decision_docket.csv,59d562413d6a7b485a9c8e33af90cd42695225da2d417f9da2082973a9d4273c,15163,research_record
research_program/external_reviews/ER001_gemini/metadata.md,088984eeff0b5b7dc8967d7885f6b0022640ab337de9e3b0e1802102bc8fea89,548,research_record
research_program/external_reviews/ER001_gemini/point_inventory.md,e465837869c76f24f32e745ea634028cacb4c8b33fd365f2f00d62cd6e91442a,4866,research_record
research_program/external_reviews/ER002_independent/metadata.md,0f05606df66820d67981a90f240c709b6ef364b1d2e6dff75737fda7889c1c00,583,research_record
research_program/external_reviews/ER002_independent/point_inventory.md,c6fc6b5bfc38cd24e69bf74d93fa585dac2069ba52fbaff0d1fbaa0d236989ae,6840,research_record
research_program/external_reviews/ER003_user_pasted/metadata.md,a8c013dcfcdc8cdf45fe88deff1a8ac09f92d67b2a7dd95d2b29f3f808cba383,957,research_record
research_program/external_reviews/ER003_user_pasted/point_inventory.md,2d328cbfaffcd4f21c53a3f69d7c61959f8290efddd3476f99d65ca0e3920806,9214,research_record
research_program/external_reviews/ER004_qwen_package/metadata.md,61141668d742d26eb20a0ad59033d8dd76d42ae6a46fe519e5abadfac6e764df,742,research_record
research_program/external_reviews/ER004_qwen_package/package_inventory.md,a3f95f05583e65affff5d205b9e81957d8e501d8429de8d393f094fe1e92476b,12169,research_record
research_program/external_reviews/ER005_numbered_package/metadata.md,e24dc432d884b0fbb9c95385ac8fc335fbd6fce8e7c715cd9a96a5f7736907e6,588,research_record
research_program/external_reviews/ER005_numbered_package/package_inventory.md,d6f736b59fc7da244fc433b4feb28a87e96adb93063eb9b4c3cb849002490514,3883,research_record
research_program/external_reviews/ER006_A021_parallel_1/point_inventory.md,8ad899ed4779af7069b11f4c68794e6c00d708a9b7fc2468955f6f9cd8c86d3d,2324,research_record
research_program/external_reviews/ER006_A021_parallel_1/verbatim.md,c3264a279d0edac669349d3b0293ffaa73b519305bdfea6826df552af4ce4997,14058,research_record
research_program/external_reviews/ER007_A021_parallel_2/point_inventory.md,ad6a7f0bb8e2d6ba00bf7a2d556419037913b92adfcb6227924234d895a4f6cf,3891,research_record
research_program/external_reviews/ER007_A021_parallel_2/verbatim.md,5173a2cbeb5903a878d72d6f00c4b4b3633e82db70425551543ac8e578433a9d,30728,research_record
research_program/external_reviews/ER008_A021_parallel_3/normalized_capture.md,695e9a7f2a216a5e1353286e74306b9a73eb7900cb85b1cf36bec7ad249af9af,7752,research_record
research_program/external_reviews/ER008_A021_parallel_3/point_inventory.md,a9b44cc7398d0e83459c37ef518870b9fc002a3cd6447cad90ffb10369a51b80,3156,research_record
research_program/external_reviews/ER009_A021_parallel_4/normalized_capture.md,0021c4b320d465de5a3715138b6bfb8e418ea1b8541881cab99df512b3b8f90b,2986,research_record
research_program/external_reviews/ER009_A021_parallel_4/point_inventory.md,c7d87d09cee640954c6c0c1f6ca12b64ad193f0b57fca9b2de3173cff9aba244,3848,research_record
research_program/external_reviews/ER010_A021_parallel_5/normalized_capture.md,d8c85096c04e65fcd9df87783051c6d576567e390b5e6e5794d9cf0507710da7,2717,research_record
research_program/external_reviews/ER010_A021_parallel_5/point_inventory.md,e58ec56cd1dd756470f613db4ec97eb92f065f7d149101d25108e25693fd8979,3371,research_record
research_program/external_reviews/ER011_A021_parallel_6/normalized_capture.md,3214de8666c4c834a365814be5ba2e4ba7dbd0988a0841f7c07b71eaeceaa79c,2119,research_record
research_program/external_reviews/ER011_A021_parallel_6/point_inventory.md,b91ffe58cbe84fe493b99803a3760652c22bd1e9bae2fa110f35133bd3cf2e94,2649,research_record
research_program/external_reviews/ER012_A021_parallel_7/completed_remainder_line_audit.md,2c6f752ac687308600ff38b48c9b38451c2584b6e910b62b742f1cb920c661c4,6949,research_record
research_program/external_reviews/ER012_A021_parallel_7/normalized_capture.md,f54cfb857574993f6e830936b74ae795e711cd123d7d1e8d399174e3b4c32adf,2334,research_record
research_program/external_reviews/ER012_A021_parallel_7/point_inventory.md,8751b10cc87489eeb7e0cd6864d5cafb24492d04f7795fc24ce4e82bfc3422bf,5081,research_record
research_program/external_reviews/ER012_A021_parallel_7/remainder_capture.md,64b8d87f2738e72ea574d53e1309522617015e0af8661d53a63f65804f08fa95,2310,research_record
research_program/external_reviews/ER013_A021_claimed_full_proofs/normalized_capture.md,3707ca1f1df033123269bfe25e1fc6910444caf097436503f1e0029410ddcb9f,2552,research_record
research_program/external_reviews/ER013_A021_claimed_full_proofs/point_inventory.md,32e174c442e3940fd1e30705edd8cd77f1c3c967d82447457646f40f00c881cd,9996,research_record
research_program/external_reviews/ER014_A021_time_T_graph_Hopf/normalized_capture.md,0cbef1a62cfed1d9e92f54c192ec9643b238b3142c7f57a3016b1e30e3672e4b,1928,research_record
research_program/external_reviews/ER014_A021_time_T_graph_Hopf/point_inventory.md,0bf5b25dd68231a7e73950187a99cf93fb9d7b6cc41dfa27cfd0af1651461175,8173,research_record
research_program/external_reviews/ER015_A021_BLZ_time_map_report/normalized_capture.md,8fc7cc31195a5f40baf178470c79e5ba83100846c7250a31175c7809de10d29c,1331,research_record
research_program/external_reviews/ER015_A021_BLZ_time_map_report/point_inventory.md,b8f3ff29e03f352ebbd74384c1d8f35edb107d7596d730646c89c278c22b7c21,6844,research_record
research_program/external_reviews/ER016_A021_comprehensive_resolution/normalized_capture.md,bed55aa5d630cd0a2ddbd7992b128309e0e1735b6e6dbd2be002376e9980e23b,1620,research_record
research_program/external_reviews/ER016_A021_comprehensive_resolution/point_inventory.md,78e42951eaf6ef00332b8b03ce57ac2effb2b4abd1f00012fad7d353cc0ddc88,6222,research_record
research_program/external_reviews/ER017_A021_final_conservative_audit/normalized_capture.md,6a4b3c39976586c70086583927357e05885f41d47fbb36ce299f2cfaa3830f73,1267,research_record
research_program/external_reviews/ER017_A021_final_conservative_audit/point_inventory.md,1076d47d32af5545853d826caa7f11343a2ab2fae02aaa6e7780f39ffc2ffebb,4920,research_record
research_program/external_reviews/ER018_A021_missing_model_NAIM_BLZ/normalized_capture.md,c0f69b5dbb591fbede23a640ba227d14dbf9b0ef3c91811702ca567920502392,1538,research_record
research_program/external_reviews/ER018_A021_missing_model_NAIM_BLZ/point_inventory.md,25c4a5b0f3624e73cd0bc67c55d95918fdad16f4ddca12f61dc8091f9e2e50ce,3800,research_record
research_program/external_reviews/ER019_A021_invented_oscillator_BLZ/normalized_capture.md,01ce65bb2665c00ffa6a52c0349d2d6c9564e1eeb3896c244f56e02534b94ec3,1110,research_record
research_program/external_reviews/ER019_A021_invented_oscillator_BLZ/point_inventory.md,bb870ab30b38bd7d6e13e634bfccf2c990916ce32f7ed244a73e92d9e1a0586f,4502,research_record
research_program/external_reviews/ER020_A018_A021_crosswalk_parallel_1/normalized_capture.md,cba272613d4176f659331c96c778d4cd68b0935fe78c14607ccaaa732f7c25cc,1659,research_record
research_program/external_reviews/ER020_A018_A021_crosswalk_parallel_1/point_inventory.md,07fc5150aea023abac7827db9b395cab90f97422eeacb0847e982c97f993b24e,3743,research_record
research_program/external_reviews/ER021_A018_A021_crosswalk_parallel_2/normalized_capture.md,4d019b7107a3a8338e08b96b8da17671f6ee22d8e895eb425a3bcd7d940f8b19,1199,research_record
research_program/external_reviews/ER021_A018_A021_crosswalk_parallel_2/point_inventory.md,74dea9dc360aec290ff045b6ad307d1ce6e18b34c68a82c720c774996baa0632,2062,research_record
research_program/external_reviews/ER022_A018_A021_crosswalk_parallel_3/normalized_capture.md,96de6c1246fb3c34466c195340890b8553f4ef14271e2fde44052bb295e4d905,1642,research_record
research_program/external_reviews/ER022_A018_A021_crosswalk_parallel_3/point_inventory.md,5ae60c3b43efce7de36a49584dc32ca7ac06778d89ab63080d9c2fa271de4478,2755,research_record
research_program/external_reviews/ER023_A018_A021_crosswalk_parallel_4/normalized_capture.md,cc32aa0386ddf16997d15e9f1d9d4aca64a792239dc99f77ec71f90237f7e4e4,1370,research_record
research_program/external_reviews/ER023_A018_A021_crosswalk_parallel_4/point_inventory.md,864901eb82adddc3ed2f2619fac982d777a3550b79cd1b3d369d50639ad8f64d,2173,research_record
research_program/external_reviews/ER024_A018_A021_crosswalk_parallel_5/normalized_capture.md,413872eeee04b4f769c7a790d9c43065ee810685b58f02d60a9a51ed92a01cec,1008,research_record
research_program/external_reviews/ER024_A018_A021_crosswalk_parallel_5/point_inventory.md,8a36ca8de851f7a1b4d25322608a0b0f61af3ee5cd58b87f778e1b039e8ce831,3566,research_record
research_program/external_reviews/ER025_A018_A021_crosswalk_parallel_6/normalized_capture.md,2f37425b247d5cea53d7af580e5d24ba3e1e99290b8873d7ab5f9099723b1c16,1119,research_record
research_program/external_reviews/ER025_A018_A021_crosswalk_parallel_6/point_inventory.md,075e676eb470171d1269c1e4eff6e0f76b2913b406e273eac9ec05022e29a721,2388,research_record
research_program/external_reviews/ER026_A021_C4_NAIM_numerical_parallel_1/normalized_capture.md,70e181ed6b4eda8b0341a45eeef1ad356720f8460eeb538db0c2a3e98b393f3d,1087,research_record
research_program/external_reviews/ER026_A021_C4_NAIM_numerical_parallel_1/point_inventory.md,9eec20edf8997828f9132a41531cf201e45037c83ff5ef013f94b71129b4acfb,3330,research_record
research_program/external_reviews/ER027_A021_C4_NAIM_numerical_parallel_2/normalized_capture.md,40a03a417c62f7aa30238a5bc6d756423dc87733642f92e1a79c87444c0f96de,1004,research_record
research_program/external_reviews/ER027_A021_C4_NAIM_numerical_parallel_2/point_inventory.md,f0d51c4f4f7697ed2d7daa8d460095709e321c208c1807aa05dc8ec107f5d7b9,3054,research_record
research_program/external_reviews/ER028_A021_C4_NAIM_numerical_parallel_3/normalized_capture.md,60ae64ebac1a69f315285fd08619985591e9e8dcf3ba2141d77f7d1d725a8dbc,888,research_record
research_program/external_reviews/ER028_A021_C4_NAIM_numerical_parallel_3/point_inventory.md,4deb41d7c34e2b7cf249035fa0d45186db7ad8d736f540a08d09f8533d515ca2,2004,research_record
research_program/external_reviews/ER029_A021_C4_NAIM_numerical_parallel_4/normalized_capture.md,2258c1cfe40920f7bd36d839320cd9d235520986ec27ffd3d242d171eeb83f14,822,research_record
research_program/external_reviews/ER029_A021_C4_NAIM_numerical_parallel_4/point_inventory.md,5c5fbbb24b396394d8efd8f0543f80937b31efcf51e6dd6dbf5bee7b6f23b1ce,2991,research_record
research_program/external_reviews/ER030_A021_C4_operator_enclosure_graph_transform/normalized_capture.md,a5459c311414c4b04afa024f9cdb50e7be248426f8cc09f6d4d85750370fac0b,1200,research_record
research_program/external_reviews/ER030_A021_C4_operator_enclosure_graph_transform/point_inventory.md,01613e8ee7259dad5bce35f6962c857b7bbd3beb9f52fcfa4211bd50604d66f4,4920,research_record
research_program/external_reviews/ER031_A021_product_bunching_proof_roadmap/normalized_capture.md,faccd8284c837774eed976ca1e65f37ed7351592b6dc08b5010666dfd831eab3,889,research_record
research_program/external_reviews/ER031_A021_product_bunching_proof_roadmap/point_inventory.md,0ced05b05cdfe12e78d29d10c04c3a9600e49b99274df285eaf3db4d410a2e5d,2577,research_record
research_program/external_reviews/ER032_A021_product_bunching_proof_parallel_2/normalized_capture.md,1f748cccab85b9394437a51a8ff1c14844bb51ca0a941f2114f121deae6478a5,910,research_record
research_program/external_reviews/ER032_A021_product_bunching_proof_parallel_2/point_inventory.md,5b56946f700c32e7437a68df6439c381c9082880e135cfec12ec94593bbb1683,2085,research_record
research_program/external_reviews/ER033_A021_discrete_domination_consistency/normalized_capture.md,70dd1430041a2fcd0970d98b333461eff4c8165f2e4d1595714d6ace2213e066,776,research_record
research_program/external_reviews/ER033_A021_discrete_domination_consistency/point_inventory.md,98c9b2f908defb5727c40d126d1a105d4f1b7bafc0f56b52d81347116815ac79,2931,research_record
research_program/external_reviews/ER034_A021_CAP_spec_parallel_1/normalized_capture.md,e79f670cd5a82f629b3d22839e902000df3a8fd7ff7c09664cf19b0d0c648b79,777,research_record
research_program/external_reviews/ER034_A021_CAP_spec_parallel_1/point_inventory.md,f3d633b4c27d0d464e0157abe8c7c8be40ee5b1109c898e0fe0c3fddc39add69,2050,research_record
research_program/external_reviews/ER035_A021_CAP_spec_parallel_2/normalized_capture.md,1e8034c7b3e5b574d4abdff5f01d0c9c644126f72abe2a0b22d14e832cfaef1a,746,research_record
research_program/external_reviews/ER035_A021_CAP_spec_parallel_2/point_inventory.md,21fa09b432ba81d84f6d37f4e0a9e807cf557c88eefe5acca7caf608a3d47a21,1688,research_record
research_program/external_reviews/ER036_A021_missing_raw_coefficients/normalized_capture.md,3bf611aeb6e178e61044edd73aea9deedcfac9efc138c71d337d3c4d45d89e74,669,research_record
research_program/external_reviews/ER036_A021_missing_raw_coefficients/point_inventory.md,69527d0208714a0013a946cab9f33e80e51afa7e13c33f11a0827d04a6c977ba,894,research_record
research_program/external_reviews/ER037_A021_CAP_deliverables_parallel_1/normalized_capture.md,989c4ab8ab97c97576b3fb2b1bd4752503f4a37a72644743d3162bc42326d4a3,800,research_record
research_program/external_reviews/ER037_A021_CAP_deliverables_parallel_1/point_inventory.md,9beb2e0be39761aba624c14f420ed1f6d727ea1d7d4b548fa6d7a8aed379537f,1690,research_record
research_program/external_reviews/ER039_publication_strategy_monograph_led/normalized_capture.md,7b1fbef85b1fd3d01be88901f9bb0c8e36e2d6243b3330339efdd3389fcdabc5,935,research_record
research_program/external_reviews/ER039_publication_strategy_monograph_led/point_inventory.md,1a15d72f896d0dd0cdfa65b741156519f0b342c73f75be95598da993a4c40884,2348,research_record
research_program/external_reviews/ER040_publication_strategy_coherent_series/normalized_capture.md,6cc57835edcfc25da107133de824d13d12c52ac1654ae9e5e022e2c233d4305f,1203,research_record
research_program/external_reviews/ER040_publication_strategy_coherent_series/point_inventory.md,9693c6f218b3159281e45c23ec5dadf74f446aa79e2dfbea5dc3d9cdff60da32,1597,research_record
research_program/external_reviews/ER041_publication_strategy_dependency_graph/normalized_capture.md,83183343f4c55e0fe4ac0b670edfc0c9f880dbc9847cc719043847d3cbc3ea87,1291,research_record
research_program/external_reviews/ER041_publication_strategy_dependency_graph/point_inventory.md,664b4bcc07627713177720d7b84566dad1c14d389b9463c6a40beec72762d461,2128,research_record
research_program/external_reviews/ER042_publication_strategy_flagship_orbit/normalized_capture.md,c17e871fed4f9fc0243f37d0afb644c1771628a80d7728998b19feb67c50a1f3,1200,research_record
research_program/external_reviews/ER042_publication_strategy_flagship_orbit/point_inventory.md,268708d31fdb816ac05115ce36ec2a36a2f124933acbe2c9d592b0cf54c38d48,1829,research_record
research_program/external_reviews/ER043_publication_strategy_hub_spoke_cascade/normalized_capture.md,fa21b6da27d0e49284dbc0ea739f8c7ad41ebba8d4d51e96cbc3b117a8901ad8,1138,research_record
research_program/external_reviews/ER043_publication_strategy_hub_spoke_cascade/point_inventory.md,ec3ddabbaf0dca3c49dfac150141c5119a2bbada9d3c2319b1453b0a6a30d2d1,2086,research_record
research_program/external_reviews/ER044_A001_composition_repair_strong_invariance/normalized_capture.md,6b7795ef264bfc4b95326f988d65a5efe236bcf437a2cf40ad7874a05a32b901,1431,research_record
research_program/external_reviews/ER044_A001_composition_repair_strong_invariance/point_inventory.md,5903db99411a61fc9bddfe007fefc08247f4c144192774874e9a925ff7ac9394,1944,research_record
research_program/external_reviews/ER045_A001_composition_repair_Carathéodory/normalized_capture.md,4a7d53803954c723918b82cb34dafabacedfcb31301af240cbc73712c2c6a780,1395,research_record
research_program/external_reviews/ER045_A001_composition_repair_Carathéodory/point_inventory.md,e742bde46eeebb874ce182fa57d527210e859a129d68431aaf4d98f12a6a4810,2246,research_record
research_program/external_reviews/ER046_A001_composition_robust_joint_invariance/normalized_capture.md,f0c06b2732c8d4deed2a15b2d2be0e253ecfcaa2b73bc7e54f7b0b11f2dabc16,1498,research_record
research_program/external_reviews/ER046_A001_composition_robust_joint_invariance/point_inventory.md,936c4b6703081b12b518dc68fe278e2241a8d11e92d2752005f572f48cd3ee86,2079,research_record
research_program/external_reviews/ER047_A001_composition_product_cone_selector_growth/normalized_capture.md,072d78c146f88013dc452f1545908d5990fca6663f243f43f6694cc102a2ed8e,1606,research_record
research_program/external_reviews/ER047_A001_composition_product_cone_selector_growth/point_inventory.md,7ba312a2cbe039ca207cf5862a74d6713c7f02a7aeea7b5f1b51c98fcea75654,1891,research_record
research_program/external_reviews/composition_audit_batch_provisional_reconciliation.md,8da6c1bde0a08513f43e4c0e73e8b2f6bba00747d75825e7ddd0479be7498bd0,5050,research_record
research_program/external_reviews/joint_audit_A001_composition_internal_ER044_ER047.md,58ee964f3aada6727d4bb829d031ae881a2926e94e07d2fc2b7d47e5f7c2d61f,3519,research_record
research_program/external_reviews/joint_audit_A001_operatorI_strong_invariance_erosion.md,236715574f438ebfdfbfa5ab88b03d579b4340db842122494c6be4368a952f8a,2614,research_record
research_program/external_reviews/joint_audit_A021_CAP_spec_ER034_ER035.md,532e51e9861c9a5d9b39288fe0ee0e57e39dddab98aaa64b9ae5131220f01672,1382,research_record
research_program/external_reviews/joint_audit_A021_crosswalk_numerics_ER020_ER029.md,f5a4c3f1960e659295e578f799efaf62d772bf01ee738ef13b8e3c0de2f56b74,8894,research_record
research_program/external_reviews/joint_audit_A021_internal_ER006_ER010.md,d89cdee01194815fdfd8fdc652287ef2de89b744a8079e130e7c4ce200f3622d,28571,research_record
research_program/external_reviews/joint_audit_A021_prefactor_proof_ER031_ER032.md,9785b07dc543cb1a64e8255c20b4396d124561e9f563bdb674eb2bc1c45294f4,1415,research_record
research_program/external_reviews/joint_audit_ER001_ER005.md,8851f995460b408ff33177668b9944ad3d7454e153b9b9090951e632c673e3c9,36418,research_record
research_program/external_reviews/joint_audit_ER001_ER005_plus_all_logged_recommendations.md,048b4d4f5848678acd778370cd0199a5f81840bc81e0d1dfe1c2b721bfb45be3,20195,research_record
research_program/external_reviews/joint_audit_publication_strategy_ER039_ER043.md,7bb7b5d9a3f86a845837337ba8010d530a703e9badf2c5580891a42d98305aa3,13750,research_record
research_program/external_reviews/recommendation_reconciliation_all_logged.csv,793c608cdc00ff05ec3fe2783b1bacb3f13698f8d1bbe7081e1074c3e5e3ff5d,180503,research_record
research_program/four_audit_deep_scan.md,8101cf43666a450ef53fd255d6e6b4c9a891481e9377c07f096857a96be29ec4,16625,research_record
research_program/full_historical_nonloss_rescan_all_prior_turns.md,5c9a588a1e8fc478ecf1103d4a4ba49d2b94ce98b652f38a2d281a427bf85514,12114,research_record
research_program/full_history_low_match_candidates.txt,ed8af6bd290b7aa93d97fb16e9a704cf531712aaec8492b56353c83491252b49,142072,research_record
research_program/historical_nonloss_coverage_matrix.csv,1a7ec805b29d6305fdd4f072bc6bad019702810d91b38590dcb0ad659b0e2cb0,2808,research_record
research_program/inference_edges.csv,e0ca40ee0793e2b364c86030187f4d94a8ab90064c2cc465b6b01795cb4587e6,1884,research_record
research_program/internal_provisional_A001_composition_theorem_answer.md,5396c7733b1b7f71e668efd35c3b4c371c40bd0c5b31a59efb078d3b7546b01b,7435,research_record
research_program/internal_provisional_A021_RFDE_invariant_graph_proof.md,013c1bf4dec6b82ad49a14af4ceaab36ef03c3bfd64d9767b3c5269797c684d8,20819,research_record
research_program/internal_provisional_Paper1_operatorII_novelty_answer.md,d9906c2c7251ddb073cc9f706bb53572538e010e478d080c34774c1d75fe11cb,10172,research_record
research_program/internal_provisional_difficult_gate_answers_index.md,65278a1890dc63a9345c68e4ce0d15081f04800c820d7ef2ecb1199a59595a1e,1992,research_record
research_program/internal_provisional_response_to_external_packet.md,27093c535c7099190ab399dba9af56ec605d7c90864bb699a4cd78563d8db31e,24397,research_record
research_program/manage_actions.py,f3523fca485cad4b1a997c2eb3ffc6c58fb4b63964d183377b590ca2903cfe39,3028,research_record
research_program/mathematical_error_register.md,2b32a94c77286f61b51022d70a97274a7c39dab5028ff26f2c5e416d48fbcd9e,26014,research_record
research_program/new_packet_A018_A025_line_level_joint_audit.md,fc9b31e1bc2b51da86ffde6b24f02d6c0361e1733b3863819cf7eed9dc89e99c,19965,research_record
research_program/operator_I_hierarchy_v1_0.md,273cdb7619182d82c023584781fe4b8f65363da736fe1f8233ddd2d46bb27465,8145,research_record
